Year,Faculty,Department,Program,Campus,Semester_Type,Merit_Percentage
2024,Gujranwala,BS (Accounting & Finance) - BS (A&F),BS (A&F),Gujranwala,1st Semester Evening/Replica/Self Support,41.927
2024,Gujranwala,Department of Commerce - BS Commerce,BS Commerce,Gujranwala,1st Semester Morning,40.09
2024,Gujranwala,Department of Commerce - E-Commerce,E-Commerce,Gujranwala,1st Semester Morning,41.09
2024,Gujranwala,Department of Commerce - BS Commerce,BS Commerce,Gujranwala,1st Semester Evening/Replica/Self Support,40.58
2024,Gujranwala,Department of Commerce - E-Commerce,E-Commerce,Gujranwala,1st Semester Evening/Replica/Self Support,41.17
2024,Gujranwala,Department of Commerce - B.Com Open,B.Com,Gujranwala,5th Semester Morning,45.47
2024,Gujranwala,Department of Commerce - B.Com PU,B.Com,Gujranwala,5th Semester Morning,45.33
2024,Gujranwala,Department of Commerce - B.Com Open,B.Com,Gujranwala,5th Semester Evening/Replica/Self Support,54.69
2024,Gujranwala,Department of Commerce - B.Com PU,B.Com,Gujranwala,5th Semester Evening/Replica/Self Support,48.05
2024,Gujranwala,Department of Information Technology - BS CS,BS CS,Gujranwala,1st Semester Morning,87.00
2024,Gujranwala,Department of Information Technology - BS IT,BS IT,Gujranwala,1st Semester Morning,85.00
2024,Gujranwala,Department of English (humanities) - BS English,BS English,Gujranwala,1st Semester Morning,75.13
2024,Gujranwala,Department of English (humanities) - BS English,BS English,Gujranwala,1st Semester Evening/Replica/Self Support,43.17
2024,Gujranwala,Department of Law - LLB (05 Years),LLB (05 Years),Gujranwala,1st Semester Morning,72.50
2024,Jhelum,Department of Computer Science - BS CS,BS CS,Jhelum,1st Semester Morning,78.00
2024,Jhelum,Department of Business Administration - BBA,BBA,Jhelum,1st Semester Morning,48.42
2024,Jhelum,Department of Business Administration - Banking & Finance,Banking & Finance,Jhelum,1st Semester Morning,34.81
2024,Jhelum,Department of Business Administration - BBA,BBA,Jhelum,1st Semester Self-Supporting,38.58
2024,Jhelum,Department of Business Administration - Banking & Finance,Banking & Finance,Jhelum,1st Semester Self-Supporting,41.66
2024,Jhelum,Department of English,BS English,Jhelum,1st Semester Morning,49.10
2024,Jhelum,Department of Commerce - Commerce,Commerce,Jhelum,1st Semester Morning,29.19
2024,Jhelum,Department of Commerce - E-Commerce,E-Commerce,Jhelum,1st Semester Morning,37.22
2024,Jhelum,Department of Commerce,Commerce,Jhelum,1st Semester Self-Supporting,39.22
2024,Jhelum,Department of Commerce - E-Commerce,E-Commerce,Jhelum,1st Semester Self-Supporting,39.22
2024,Jhelum,Accounting & Finance,Accounting & Finance,Jhelum,1st Semester Morning,52.10
2024,Jhelum,Accounting & Finance,Accounting & Finance,Jhelum,1st Semester Self-Supporting,39.22
2024,Pothohar,Department of Law - LLB (Hons.) (05 years),LLB (Hons.),Pothohar,1st Semester Morning,51.60
2024,Pothohar,BSIT,BSIT,Pothohar,1st Semester Morning,45.96
2024,Pothohar,Department of Law - LLB (05 years),LLB (05 years),Pothohar,1st Semester Morning,49.10
2024,Pothohar,Management - BSM,BSM,Pothohar,1st Semester Morning,49.36
2024,Pothohar,Management,Management,Pothohar,1st Semester Self-Supporting,39.22
